Description,Qty,Total Amount,all_nan,Branch,Division,Group
CHOCOLATE YOGHURT COMBO MEDIUM,4612.4,"1,810,471.71",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
CHOCOLATE YOGHURT COMBO X-LARGE,323.5,"168,090.09",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
OREO CREAM YOGHURT SMALL,0.5,150.00,False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
MANGO YOGHURT SMALL,93.5,"27,632.73",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
MANGO YOGHURT COMBO SMALL,8939.65,"2,949,973.10",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
MANGO YOGHURT MEDIUM,48.5,"16,026.58",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
MANGO YOGHURT COMBO MEDIUM,4830.0,"1,897,091.14",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
MANGO YOGHURT X-LARGE,9.5,"4,351.80",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
MANGO YOGHURT COMBO X-LARGE,370.0,"192,247.60",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
PISTACHIO YOGHURT SMALL,6.0,"2,383.33",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
PISTACHIO YOGHURT COMBO SMALL,850.2,"349,520.00",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
PISTACHIO YOGHURT MEDIUM,1.5,650.00,False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
PISTACHIO YOGHURT COMBO MEDIUM,479.0,"238,782.43",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
PISTACHIO YOGHURT COMBO X-LARGE,36.5,"23,033.33",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS YOGHURT SMALL,2.5,750.75,False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS YOGHURT MEDIUM,3.0,990.99,False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS YOGHURT COMBO SMALL,126.0,"42,512.01",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS YOGHURT COMBO MEDIUM,69.0,"26,936.94",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS YOGHURT COMBO X-LARGE,4.0,"2,042.04",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
POMEGRANATE YOGHURT SMALL,38.9,"10,979.04",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
POMEGRANATE YOGHURT COMBO SMALL,3551.95,"1,181,031.23",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
POMEGRANATE YOGHURT COMBO MEDIUM,1716.5,"674,104.35",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
POMEGRANATE YOGHURT MEDIUM,13.0,"4,307.81",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
POMEGRANATE YOGHURT X-LARGE,1.5,675.68,False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
POMEGRANATE YOGHURT COMBO X-LARGE,132.5,"69,041.44",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP MANGO,614.5,0.00,False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP CHOCOLATE,627.0,0.00,False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP POMEGRANATE,607.0,0.00,False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP SPECULOSE LOTUS,27.0,0.00,False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP ORIGINAL YOUGHURT,547.0,0.00,False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
BLUEBERRY YOGHURT SMALL,43.0,"12,774.77",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
BLUEBERRY YOGHURT COMBO SMALL,5806.55,"1,909,896.25",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
BLUEBERRY YOGHURT MEDIUM,16.0,"5,292.64",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
BLUEBERRY YOGHURT COMBO MEDIUM,3069.5,"1,205,457.36",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
BLUEBERRY YOGHURT X-LARGE,1.0,450.45,False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
BLUEBERRY YOGHURT COMBO X-LARGE,261.5,"135,475.83",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP BLUEBERRY,482.0,0.00,False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP PISTACHIO,238.0,0.00,False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS SPREAD YOGHURT COMBO MEDIUM,247.25,"96,524.02",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS SPREAD YOGHURT COMBO SMALL,377.5,"130,933.93",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS SPREAD YOGHURT COMBO X-LARGE,25.5,"13,018.02",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS SPREAD YOGHURT MEDIUM,6.5,"2,147.15",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS SPREAD YOGHURT SMALL,13.0,"3,903.90",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS SPREAD YOGHURT X-LARGE,0.5,225.23,False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP LOTUS SPREAD,221.0,0.00,False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
Total by Group: FROZEN YOGHURT,65717.4500000000,"22,311,470.20",False,Stories Zalka,FROZEN YOGHURT,FROZEN YOGHURT
RICOTTA YOGHURT SMALL,8.0,"2,400.00",False,Stories Zalka,FROZEN YOGHURT,SPECIALTY YOGHURT
RICOTTA YOGHURT MEDIUM,11.5,"3,833.33",False,Stories Zalka,FROZEN YOGHURT,SPECIALTY YOGHURT
RICOTTA YOGHURT X-LARGE,2.0,933.33,False,Stories Zalka,FROZEN YOGHURT,SPECIALTY YOGHURT
RICOTTA YOGHURT COMBO SMALL,43.5,"11,666.67",False,Stories Zalka,FROZEN YOGHURT,SPECIALTY YOGHURT
RICOTTA YOGHURT COMBO MEDIUM,20.0,"8,000.00",False,Stories Zalka,FROZEN YOGHURT,SPECIALTY YOGHURT
RICOTTA YOGHURT COMBO X-LARGE,2.5,"1,333.33",False,Stories Zalka,FROZEN YOGHURT,SPECIALTY YOGHURT
TASTING CUP RICOTTA,25.0,0.00,False,Stories Zalka,FROZEN YOGHURT,SPECIALTY YOGHURT
Total by Group: SPECIALTY YOGHURT,112.5,"28,166.67",False,Stories Zalka,FROZEN YOGHURT,SPECIALTY YOGHURT
Total by Division: FROZEN YOGHURT,310424.450000000,"24,032,438.96",False,Stories Zalka,FROZEN YOGHURT,
SALAD BAR 1 VISIT,1618.0,"1,166,126.12",False,Stories Zalka,SALADS BAR,SALADS BAR
Total by Group: SALADS BAR,1618.0,"1,166,126.12",False,Stories Zalka,SALADS BAR,SALADS BAR
Total by Division: SALADS BAR,1618.0,"1,166,126.12",False,Stories Zalka,SALADS BAR,
KIBBEB B LABAN,5.0,"3,153.15",False,Stories Zalka,PLAT DE JOUR,PLAT DU JOUR
FREEKEH WITH CHICKEN,6.0,"3,783.78",False,Stories Zalka,PLAT DE JOUR,PLAT DU JOUR
LASAGNA,10.0,"6,306.31",False,Stories Zalka,PLAT DE JOUR,PLAT DU JOUR
ORIENTAL RICE,6.0,"3,783.78",False,Stories Zalka,PLAT DE JOUR,PLAT DU JOUR
SHAKRIYEH,4.0,"2,522.52",False,Stories Zalka,PLAT DE JOUR,PLAT DU JOUR
SHISH BARAK,6.0,"3,783.78",False,Stories Zalka,PLAT DE JOUR,PLAT DU JOUR
CHICKEN ALFREDO PASTA,19.0,"11,981.98",False,Stories Zalka,PLAT DE JOUR,PLAT DU JOUR
CHICKEN STROGANOFF,9.0,"5,675.68",False,Stories Zalka,PLAT DE JOUR,PLAT DU JOUR
SPAGHETTI BOLOGNESE,7.0,"4,414.41",False,Stories Zalka,PLAT DE JOUR,PLAT DU JOUR
VEGETARIAN GRAPE LEAVES,22.0,"13,873.87",False,Stories Zalka,PLAT DE JOUR,PLAT DU JOUR
ROASTED CHICKEN,15.0,"9,459.46",False,Stories Zalka,PLAT DE JOUR,PLAT DU JOUR
NOUILLE,9.0,"5,675.68",False,Stories Zalka,PLAT DE JOUR,PLAT DU JOUR
BUTTER CHICKEN,22.0,"13,873.87",False,Stories Zalka,PLAT DE JOUR,PLAT DU JOUR
POTATO SOUFFLE,4.0,"2,522.52",False,Stories Zalka,PLAT DE JOUR,PLAT DU JOUR
B.B.Q CHICKEN,6.0,"3,783.78",False,Stories Zalka,PLAT DE JOUR,PLAT DU JOUR
Total by Group: PLAT DU JOUR,150.0,"94,594.60",False,Stories Zalka,PLAT DE JOUR,PLAT DU JOUR
Total by Division: PLAT DE JOUR,150.0,"94,594.60",False,Stories Zalka,PLAT DE JOUR,
TUNA SUB,1154.0,"404,856.16",False,Stories Zalka,SANDWICHES,SUB SANDWICHES
VEGGIE SUB,3999.0,"28,609.61",False,Stories Zalka,SANDWICHES,SUB SANDWICHES
TURKEY & CHEESE SUB,2968.0,"1,070,918.62",False,Stories Zalka,SANDWICHES,SUB SANDWICHES
CHICKEN TERIAKI SUB,1211.0,"418,924.93",False,Stories Zalka,SANDWICHES,SUB SANDWICHES
BROWN CHICKEN TERIAKI SUB,1165.0,"439,520.72",False,Stories Zalka,SANDWICHES,SUB SANDWICHES
BROWN TUNA SUB,1555.0,"592,151.35",False,Stories Zalka,SANDWICHES,SUB SANDWICHES
BROWN TURKEY & CHEESE SUB,4306.0,"1,688,866.07",False,Stories Zalka,SANDWICHES,SUB SANDWICHES
BROWN VEGGIE SUB,69.0,"26,188.59",False,Stories Zalka,SANDWICHES,SUB SANDWICHES
PESTO HALLOUMI SUB,1225.0,"352,783.79",False,Stories Zalka,SANDWICHES,SUB SANDWICHES
LABNEH SUB,1286.0,"115,286.49",False,Stories Zalka,SANDWICHES,SUB SANDWICHES
BROWN LABNEH SUB,896.0,"254,529.73",False,Stories Zalka,SANDWICHES,SUB SANDWICHES
BROWN PESTO HALLOUMI SUB,2038.0,"665,951.95",False,Stories Zalka,SANDWICHES,SUB SANDWICHES
BROWN CHICKEN CAESAR SANDWICH,1715.0,"830,738.74",False,Stories Zalka,SANDWICHES,SUB SANDWICHES
CHICKEN CAESAR SANDWICH,1430.0,"646,753.75",False,Stories Zalka,SANDWICHES,SUB SANDWICHES
PULLED BEEF CHIMICHURRI SANDWICH,71.0,"29,849.85",False,Stories Zalka,SANDWICHES,SUB SANDWICHES
BROWN PULLED BEEF CHIMICHURRI SANDWICH,94.0,"42,342.34",False,Stories Zalka,SANDWICHES,SUB SANDWICHES
Total by Group: SUB SANDWICHES,25182.0,"7,608,272.69",False,Stories Zalka,SANDWICHES,SUB SANDWICHES
Total by Division: SANDWICHES,25182.0,"7,608,272.69",False,Stories Zalka,SANDWICHES,
CLASSIC CINNAMON ROLL LARGE,7522.0,"2,253,216.22",False,Stories Zalka,CINNAMON ROLLS,CINNAMONS
CHOCOLATE ROLL LARGE,1756.0,"490,351.35",False,Stories Zalka,CINNAMON ROLLS,CINNAMONS
EXTRA CREAM CHEESE FROSTING MIX,65.0,"2,110.51",False,Stories Zalka,CINNAMON ROLLS,CINNAMONS
RED CINNAMON ROLL,82.0,"27,102.10",False,Stories Zalka,CINNAMON ROLLS,CINNAMONS
LOTUS ROLL,590.0,"212,713.51",False,Stories Zalka,CINNAMON ROLLS,CINNAMONS
Total by Group: CINNAMONS,10015.0,"2,985,493.70",False,Stories Zalka,CINNAMON ROLLS,CINNAMONS
Total by Division: CINNAMON ROLLS,10015.0,"2,985,493.70",False,Stories Zalka,CINNAMON ROLLS,
TUNA PASTA SALAD/NOT USED,2.0,933.33,False,Stories Zalka,NOT USED,NOT USED
QUINOA SALAD/NOT USED,1.0,466.67,False,Stories Zalka,NOT USED,NOT USED
FRENCH PRESS MACHINE S/NOT USED,3.0,"2,800.00",False,Stories Zalka,NOT USED,NOT USED
CHOCOLATE PLUS,635.0,"64,254.65",False,Stories Zalka,NOT USED,NOT USED
TRIO SUB,1.0,366.67,False,Stories Zalka,NOT USED,NOT USED
ROAST BEEF SUB/NOT USED,2.0,733.33,False,Stories Zalka,NOT USED,NOT USED
CHICKEN BREAST SUB,6.0,"2,127.33",False,Stories Zalka,NOT USED,NOT USED
PRUNELLE THYME CROISSANT/NOT USED,3.0,600.00,False,Stories Zalka,NOT USED,NOT USED
PRUNELLE CHEESE CROISSANT/NOT USED,2.0,400.00,False,Stories Zalka,NOT USED,NOT USED
BROWN CHICKEN BREAST SUB,11.0,"4,360.36",False,Stories Zalka,NOT USED,NOT USED
BROWN CLUB MELT SUB,1.0,360.36,False,Stories Zalka,NOT USED,NOT USED
BROWN SALAMI & PEPPERONI SUB/NOT USED,2.0,800.00,False,Stories Zalka,NOT USED,NOT USED
ROCCA SALAD/NOT USED,2.0,666.67,False,Stories Zalka,NOT USED,NOT USED
TIRAMISU ROLL/not used,12.0,"4,393.69",False,Stories Zalka,NOT USED,NOT USED
ROCCA SALAD (GRAB&GO),339.0,"145,948.35",False,Stories Zalka,NOT USED,NOT USED
STEVIA SUGAR SACHET/NOT USED,28.0,0.00,False,Stories Zalka,NOT USED,NOT USED
POMEGRANATE CUP/NOT USED,562.0,"112,400.00",False,Stories Zalka,NOT USED,NOT USED
COCONUT CUP/NOT USED,1.0,200.00,False,Stories Zalka,NOT USED,NOT USED
MANGO CUP/NOT USED,3.0,"1,100.00",False,Stories Zalka,NOT USED,NOT USED
NY STYLE COOKIE -PISTACHIO,29.0,"9,666.67",False,Stories Zalka,NOT USED,NOT USED
ADD CHOCOLATE FOUNTAIN,2.0,190.09,False,Stories Zalka,NOT USED,NOT USED
DRAGON FRUIT YOGHURT MEDIUM/NOT USED,2.0,600.00,False,Stories Zalka,NOT USED,NOT USED
DRAGON FRUIT YOGHURT SMALL/NOT USED,1.0,266.67,False,Stories Zalka,NOT USED,NOT USED
DRAGON FRUIT YOGHURT X-LARGE/NOT USED,0.5,216.67,False,Stories Zalka,NOT USED,NOT USED
DRAGON FRUIT YOGHURT COMBO SMALL/NOT USED,119.0,"35,700.00",False,Stories Zalka,NOT USED,NOT USED
DRAGON FRUIT YOGHURT COMBO X-LARGE/NOT USED,6.5,"3,250.00",False,Stories Zalka,NOT USED,NOT USED
DRAGON FRUIT YOGHURT COMBO MEDIUM/NOT USED,61.5,"22,550.00",False,Stories Zalka,NOT USED,NOT USED
TASTING CUP DRAGON FRUIT YOGHURT/NOT USED,51.0,0.00,False,Stories Zalka,NOT USED,NOT USED
PASSION FRUIT YOGHURT SMALL/NOT USED,6.0,300.00,False,Stories Zalka,NOT USED,NOT USED
PASSION FRUIT YOGHURT MEDIUM/NOT USED,0.5,166.67,False,Stories Zalka,NOT USED,NOT USED
TASTING CUP PASSION FRUIT/NOT USED,58.0,0.00,False,Stories Zalka,NOT USED,NOT USED
LYCHEE BLAST MEDIUM/NOT USED,1.0,366.67,False,Stories Zalka,NOT USED,NOT USED
PASSION FRUIT YOGHURT COMBO SMALL/NOT USED,164.0,"54,666.67",False,Stories Zalka,NOT USED,NOT USED
PASSION FRUIT YOGHURT COMBO MEDIUM/NOT USED,73.0,"29,200.00",False,Stories Zalka,NOT USED,NOT USED
PASSION FRUIT YOGHURT COMBO X-LARGE/NOT USED,13.0,"6,933.33",False,Stories Zalka,NOT USED,NOT USED
JOYCREAM FRUIT ROUGES,162.0,"16,200.00",False,Stories Zalka,NOT USED,NOT USED
BROWN FILET STEAK SANDWICH,445.0,"221,459.46",False,Stories Zalka,NOT USED,NOT USED
BROWN CHICKEN TRUFFLE SANDWICH/NOT USED,2.0,"1,000.00",False,Stories Zalka,NOT USED,NOT USED
FILET STEAK SANDWICH,410.0,"190,593.39",False,Stories Zalka,NOT USED,NOT USED
CHICKEN TRUFFLE SANDWICH/NOT USED,3.0,"1,400.00",False,Stories Zalka,NOT USED,NOT USED
NY STYLE COOKIE/NOT USED,23.0,"7,666.67",False,Stories Zalka,NOT USED,NOT USED
GRILLED VEGGIE SUB,52.0,"3,687.09",False,Stories Zalka,NOT USED,NOT USED
BROWN GRILLED VEGGIE SUB,19.0,"9,400.90",False,Stories Zalka,NOT USED,NOT USED
PRUNELLE PLAIN CROISSANT/NOT USED,2.0,400.00,False,Stories Zalka,NOT USED,NOT USED
FRIKEH LENTIL SALAD (GRAP&GO),9.0,"4,200.00",False,Stories Zalka,NOT USED,NOT USED
LEBANESE SALAD (GRAB&GO),124.0,"57,866.67",False,Stories Zalka,NOT USED,NOT USED
ADD STEAK,139.0,"18,374.77",False,Stories Zalka,NOT USED,NOT USED
PISTACHIO COOKIES/NOT USED,9.0,"2,400.00",False,Stories Zalka,NOT USED,NOT USED
BROOKIES/NOT USED,6.0,"1,600.00",False,Stories Zalka,NOT USED,NOT USED
RASPBERRY COOKIES/NOT USED,3.0,800.00,False,Stories Zalka,NOT USED,NOT USED
NY STYLE COOKIE - RED PISTACHIO/NOT USED,23.0,"7,666.67",False,Stories Zalka,NOT USED,NOT USED
LYCHEE BOBA/NOT USED,146.0,0.00,False,Stories Zalka,NOT USED,NOT USED
STRAWBERRY BOBA/NOT USED,109.0,0.00,False,Stories Zalka,NOT USED,NOT USED
GRANELLA DI BISCOTTO COMBO,664.0,0.00,False,Stories Zalka,NOT USED,NOT USED
KROCCO MILK,55.0,"5,410.81",False,Stories Zalka,NOT USED,NOT USED
COOKIES & MILK,571.0,"57,100.00",False,Stories Zalka,NOT USED,NOT USED
VALENTINE HOT CHOCOLATE/NOT USED,150.0,"55,000.00",False,Stories Zalka,NOT USED,NOT USED
GRANELLA DI BISCOTTO,11.0,"1,100.00",False,Stories Zalka,NOT USED,NOT USED
NUTELLA ROLL,860.0,"315,333.33",False,Stories Zalka,NOT USED,NOT USED
K Log GRANOLLA COMBO/NOT USED,26.0,0.00,False,Stories Zalka,NOT USED,NOT USED
BROWN ASIAN CRAB SANDWICH,21.0,"7,765.77",False,Stories Zalka,NOT USED,NOT USED
ASIAN CRAB SANDWICH,27.0,"9,354.95",False,Stories Zalka,NOT USED,NOT USED
ADD CRAB,4.0,493.69,False,Stories Zalka,NOT USED,NOT USED
BROWN STEAK SANDWICH,10.0,"5,105.11",False,Stories Zalka,NOT USED,NOT USED
STEAK SANDWICH,11.0,"5,285.29",False,Stories Zalka,NOT USED,NOT USED
ACAI YOGHURT SMALL,14.0,"7,525.53",False,Stories Zalka,NOT USED,NOT USED
ACAI YOGHURT COMBO SMALL,690.0,"445,495.50",False,Stories Zalka,NOT USED,NOT USED
TASTING CUP ACAI,330.0,0.00,False,Stories Zalka,NOT USED,NOT USED
ORIGINAL SUGAR FREE YOGHURT COMBO MEDIUM,13.0,"6,636.64",False,Stories Zalka,NOT USED,NOT USED
ORIGINAL SUGAR FREE YOGHURT COMBO SMALL,34.0,"15,315.32",False,Stories Zalka,NOT USED,NOT USED
ORIGINAL SUGAR FREE YOGHURT SMALL,1.0,420.42,False,Stories Zalka,NOT USED,NOT USED
TASTING CUP ORIGINAL SUGAR FREE YOUGHURT,8.0,0.00,False,Stories Zalka,NOT USED,NOT USED
GRANOLA BAR CHOCOLATE,94.0,"8,468.47",False,Stories Zalka,NOT USED,NOT USED
GRANOLA BAR VANILLA,60.0,"5,405.41",False,Stories Zalka,NOT USED,NOT USED
Total by Group: NOT USED,7544.0,"2,002,916.67",False,Stories Zalka,NOT USED,NOT USED
Total by Division: NOT USED,7544.0,"2,002,916.67",False,Stories Zalka,NOT USED,
ADD SMOKED TURKEY,811.0,"81,789.49",False,Stories Zalka,SUBS,ADD ONS
ADD CHEDDAR CHEESE,257.0,"16,670.87",False,Stories Zalka,SUBS,ADD ONS
ADD TUNA,335.0,"45,312.91",False,Stories Zalka,SUBS,ADD ONS
ADD CHICKEN,679.0,"92,460.06",False,Stories Zalka,SUBS,ADD ONS
ADD HALLOUM CHEESE,223.0,"21,269.37",False,Stories Zalka,SUBS,ADD ONS
ADD PULLED BEEF,52.0,"7,807.81",False,Stories Zalka,SUBS,ADD ONS
Total by Group: ADD ONS,2357.0,"265,310.51",False,Stories Zalka,SUBS,ADD ONS
Total by Division: SUBS,2357.0,"265,310.51",False,Stories Zalka,SUBS,
AMERICANO COMBO,3.0,0.00,False,Stories Zalka,POP UP BEVERAGE,POP UP BEVERAGE
LATTE COMBO,3.0,0.00,False,Stories Zalka,POP UP BEVERAGE,POP UP BEVERAGE
CARAMEL MACHIATO COMBO,3.0,0.00,False,Stories Zalka,POP UP BEVERAGE,POP UP BEVERAGE
Total by Group: POP UP BEVERAGE,9.0,0.00,False,Stories Zalka,POP UP BEVERAGE,POP UP BEVERAGE
Total by Division: POP UP BEVERAGE,9.0,0.00,False,Stories Zalka,POP UP BEVERAGE,
CINNAMON ROLL+DRINK,5.0,"1,951.95",False,Stories Zalka,OFFER,OFFER
CHOCOLATE ROLL+DRINK,2.0,780.78,False,Stories Zalka,OFFER,OFFER
TURKEY & CHEESE SUB+DRINK,2.0,960.96,False,Stories Zalka,OFFER,OFFER
Total by Group: OFFER,9.0,"3,693.69",False,Stories Zalka,OFFER,OFFER
Total by Division: OFFER,9.0,"3,693.69",False,Stories Zalka,OFFER,
FREEZE DROPS STRAWBERRY,1573.0,"313,772.97",False,Stories Zalka,GRAB&GO FOOD,PACKAGED FOOD
MEDIUM CHIPS,1990.0,"127,738.14",False,Stories Zalka,GRAB&GO FOOD,PACKAGED FOOD
MATCHA CUP,77.0,"16,186.19",False,Stories Zalka,GRAB&GO FOOD,PACKAGED FOOD
VANILLA  ASH,158.0,"33,213.21",False,Stories Zalka,GRAB&GO FOOD,PACKAGED FOOD
BEETROOT CUP,59.0,"12,402.40",False,Stories Zalka,GRAB&GO FOOD,PACKAGED FOOD
CHOCOLATE SP/MO,167.0,"35,105.11",False,Stories Zalka,GRAB&GO FOOD,PACKAGED FOOD
HONEY PEANUT ST BITES,152.0,"24,648.65",False,Stories Zalka,GRAB&GO FOOD,PACKAGED FOOD
SPECIALITY COFFEE ST BITES,148.0,"24,000.00",False,Stories Zalka,GRAB&GO FOOD,PACKAGED FOOD
Total by Group: PACKAGED FOOD,4324.0,"587,066.67",False,Stories Zalka,GRAB&GO FOOD,PACKAGED FOOD
GREEK SALAD (GRAB&GO),5.0,"2,148.35",False,Stories Zalka,GRAB&GO FOOD,SALADS
QUINOA SALAD (GRAB&GO),535.0,"248,842.64",False,Stories Zalka,GRAB&GO FOOD,SALADS
TUNA PASTA SALAD (GRAB&GO),871.0,"405,041.44",False,Stories Zalka,GRAB&GO FOOD,SALADS
ASIAN SALAD (GRAB&GO),592.0,"266,369.97",False,Stories Zalka,GRAB&GO FOOD,SALADS
CAESER SALAD (GRAB&GO),52.0,"21,861.86",False,Stories Zalka,GRAB&GO FOOD,SALADS
CHICKEN CAESER SALAD (GRAB&GO),119.0,"55,033.03",False,Stories Zalka,GRAB&GO FOOD,SALADS
Total by Group: SALADS,2174.0,"999,297.30",False,Stories Zalka,GRAB&GO FOOD,SALADS
PINEAPPLE CUP,1212.0,"440,115.31",False,Stories Zalka,GRAB&GO FOOD,FRUITS
BOUMALI CUP,894.0,"173,904.68",False,Stories Zalka,GRAB&GO FOOD,FRUITS
Total by Group: FRUITS,2106.0,"614,020.00",False,Stories Zalka,GRAB&GO FOOD,FRUITS
TIRAMISU CUP,813.0,"305,180.18",False,Stories Zalka,GRAB&GO FOOD,PACKAGED DESSERT
MAK BAR CHOCOLATE CRUNCH,24.0,"5,621.62",False,Stories Zalka,GRAB&GO FOOD,PACKAGED DESSERT
MAK BAR PRO VANILLE,18.0,"5,081.08",False,Stories Zalka,GRAB&GO FOOD,PACKAGED DESSERT
MAK BAR PRO COOKIES CREAM,17.0,"4,798.80",False,Stories Zalka,GRAB&GO FOOD,PACKAGED DESSERT
MAK BAR WHITE ALMOND CRUNCH,21.0,"4,918.92",False,Stories Zalka,GRAB&GO FOOD,PACKAGED DESSERT
Total by Group: PACKAGED DESSERT,893.0,"325,600.60",False,Stories Zalka,GRAB&GO FOOD,PACKAGED DESSERT
Total by Division: GRAB&GO FOOD,9497.0,"2,525,984.56",False,Stories Zalka,GRAB&GO FOOD,
PISTACHIO CREAM DOUGHNUTS,148.0,"29,600.00",False,Stories Zalka,DONUTS,DONUTS
BOSTON CREAM DONUT,336.0,"67,200.00",False,Stories Zalka,DONUTS,DONUTS
OREO DOUGHNUTS,199.0,"39,800.00",False,Stories Zalka,DONUTS,DONUTS
HAZELNUT DOUGHNUTS,325.0,"65,000.00",False,Stories Zalka,DONUTS,DONUTS
STRAWBERRY DOUGHNUTS,273.0,"54,600.00",False,Stories Zalka,DONUTS,DONUTS
LOTUS DOUGHNUTS,352.0,"70,400.00",False,Stories Zalka,DONUTS,DONUTS
KINDER DOUGHNUTS,422.0,"84,400.00",False,Stories Zalka,DONUTS,DONUTS
Total by Group: DONUTS,2055.0,"411,000.00",False,Stories Zalka,DONUTS,DONUTS
Total by Division: DONUTS,2055.0,"411,000.00",False,Stories Zalka,DONUTS,
Total by Branch: Stories Zalka,"805,651.95","100,782,140.21",False,Stories Zalka,,
ESPRESSO,832.0,"131,521.73",False,Stories Antelias,HOT BAR SECTION,BLACK COFFEE
DOUBLE ESPRESSO,2355.0,"440,557.94",False,Stories Antelias,HOT BAR SECTION,BLACK COFFEE
AMERICANO SMALL,1811.0,"352,239.18",False,Stories Antelias,HOT BAR SECTION,BLACK COFFEE
AMERICANO MEDIUM,1063.0,"246,149.58",False,Stories Antelias,HOT BAR SECTION,BLACK COFFEE
AMERICANO LARGE,278.0,"73,673.76",False,Stories Antelias,HOT BAR SECTION,BLACK COFFEE
BLACK COFFEE SMALL,2340.5,"384,058.56",False,Stories Antelias,HOT BAR SECTION,BLACK COFFEE
BLACK COFFEE MEDIUM,864.0,"175,035.20",False,Stories Antelias,HOT BAR SECTION,BLACK COFFEE
BLACK COFFEE LARGE,153.0,"35,640.54",False,Stories Antelias,HOT BAR SECTION,BLACK COFFEE
SINGLE ESPRESSO MACC,12.0,"1,801.80",False,Stories Antelias,HOT BAR SECTION,BLACK COFFEE
DOUBLE ESPRESSO MAC,68.0,"12,504.72",False,Stories Antelias,HOT BAR SECTION,BLACK COFFEE
TRIPLE ESPRESSO,63.0,"2,200.84",False,Stories Antelias,HOT BAR SECTION,BLACK COFFEE
SINGLE LONGO,37.0,"6,564.68",False,Stories Antelias,HOT BAR SECTION,BLACK COFFEE
DOUBLE LONGO,69.0,"12,830.99",False,Stories Antelias,HOT BAR SECTION,BLACK COFFEE
Total by Group: BLACK COFFEE,9945.5,"1,874,779.52",False,Stories Antelias,HOT BAR SECTION,BLACK COFFEE
LATTE SMALL,2844.0,"562,692.51",False,Stories Antelias,HOT BAR SECTION,MIXED HOT BEVERAGE
LATTE MEDIUM,2482.0,"581,034.37",False,Stories Antelias,HOT BAR SECTION,MIXED HOT BEVERAGE
CAPPUCCINO SMALL,1565.0,"319,998.13",False,Stories Antelias,HOT BAR SECTION,MIXED HOT BEVERAGE
CAPPUCCINO MEDIUM,1106.0,"262,322.01",False,Stories Antelias,HOT BAR SECTION,MIXED HOT BEVERAGE
MOCHA SMALL,505.0,"101,970.28",False,Stories Antelias,HOT BAR SECTION,MIXED HOT BEVERAGE
